ph,batch_id,id,timestamp,timedelta
8.45,2862,2,2021-06-10T02:38:22,9502
8.45,2871,2,2021-06-10T02:44:51,9891
8.45,2880,2,2021-06-10T02:51:20,10280
8.46,2889,2,2021-06-10T02:57:49,10669
8.46,2898,2,2021-06-10T03:04:17,11057
8.46,2907,2,2021-06-10T03:10:47,11447
8.46,2916,2,2021-06-10T03:17:15,11835
8.46,2925,2,2021-06-10T03:23:46,12226
8.46,2934,2,2021-06-10T03:30:17,12617
8.47,2943,2,2021-06-10T03:36:46,13006
8.47,2952,2,2021-06-10T03:43:15,13395
8.47,2961,2,2021-06-10T03:49:44,13784
