densidade,batch_id,id,timestamp,hour
10006094,8847,2,2021-07-02T21:05:48,97.33666666666666
9990882,8856,2,2021-07-02T21:50:48,98.08666666666666
9960668,8865,2,2021-07-02T22:35:48,98.83666666666666
9995945,8874,2,2021-07-02T23:20:48,99.58666666666666
10001016,8883,2,2021-07-03T00:05:48,100.33666666666666
10072834,8892,2,2021-07-03T00:50:48,101.08666666666666
10021376,8901,2,2021-07-03T01:35:48,101.83666666666666
10016276,8910,2,2021-07-03T02:20:48,102.58666666666666
9955658,8919,2,2021-07-03T03:05:48,103.33666666666666
9990882,8928,2,2021-07-03T03:50:48,104.08666666666666
10031605,8937,2,2021-07-03T04:35:48,104.83666666666666
10001016,8946,2,2021-07-03T05:20:48,105.58666666666666
9980779,8955,2,2021-07-03T06:05:48,106.33666666666666
10031605,8964,2,2021-07-03T06:50:48,107.08666666666666
10011181,8973,2,2021-07-03T07:35:48,107.83666666666666
9995945,8982,2,2021-07-03T08:20:48,108.58666666666666
10031605,8991,2,2021-07-03T09:05:48,109.33666666666666
10006094,9000,2,2021-07-03T09:50:48,110.08666666666666
9950657,9009,2,2021-07-03T10:35:48,110.83666666666666
9980779,9018,2,2021-07-03T11:20:48,111.58666666666666
10006094,9027,2,2021-07-03T12:05:48,112.33666666666666
10006094,9036,2,2021-07-03T12:50:48,113.08666666666666
10001016,9045,2,2021-07-03T13:35:48,113.83666666666666
9965683,9054,2,2021-07-03T14:20:48,114.58666666666666
10016276,9063,2,2021-07-03T15:05:48,115.33666666666666
10026488,9072,2,2021-07-03T15:50:48,116.08666666666666
10036730,9081,2,2021-07-03T16:35:48,116.83666666666666
9995945,9090,2,2021-07-03T17:20:48,117.58666666666666
9930729,9099,2,2021-07-03T18:05:48,118.33666666666666
9995945,9108,2,2021-07-03T18:50:48,119.08666666666666
9970707,9117,2,2021-07-03T19:35:48,119.83666666666666
10062479,9126,2,2021-07-03T20:20:48,120.58666666666666
10031605,9135,2,2021-07-03T21:05:48,121.33666666666666
10021376,9144,2,2021-07-03T21:50:48,122.08666666666666
10021376,9153,2,2021-07-03T22:35:48,122.83666666666666
9920811,9162,2,2021-07-03T23:20:48,123.58666666666666
9975740,9171,2,2021-07-04T00:05:48,124.33666666666666
9980779,9180,2,2021-07-04T00:50:48,125.08666666666666
9980779,9189,2,2021-07-04T01:35:48,125.83666666666666
10001016,9198,2,2021-07-04T02:20:48,126.58666666666666
9995945,9207,2,2021-07-04T03:05:48,127.33666666666666
9990882,9216,2,2021-07-04T03:50:48,128.08666666666667
9950657,9225,2,2021-07-04T04:35:48,128.83666666666667
9960668,9234,2,2021-07-04T05:20:48,129.58666666666667
9975740,9243,2,2021-07-04T06:05:48,130.33666666666667
9995945,9252,2,2021-07-04T06:50:48,131.08666666666667
9970707,9261,2,2021-07-04T07:35:48,131.83666666666667
9945664,9270,2,2021-07-04T08:20:48,132.58666666666667
9985828,9279,2,2021-07-04T09:05:48,133.33666666666667
10006094,9288,2,2021-07-04T09:50:48,134.08666666666667
10016276,9297,2,2021-07-04T10:35:48,134.83666666666667
9975740,9306,2,2021-07-04T11:20:48,135.58666666666667
9955658,9315,2,2021-07-04T12:05:48,136.33666666666667
10001016,9324,2,2021-07-04T12:50:48,137.08666666666667
9945664,9333,2,2021-07-04T13:35:48,137.83666666666667
10036730,9342,2,2021-07-04T14:20:48,138.58666666666667
9985828,9351,2,2021-07-04T15:05:48,139.33666666666667
9990882,9360,2,2021-07-04T15:50:48,140.08666666666667
9995945,9369,2,2021-07-04T16:35:48,140.83666666666667
9985828,9378,2,2021-07-04T17:20:48,141.58666666666667
9955658,9387,2,2021-07-04T18:05:48,142.33666666666667
9975740,9396,2,2021-07-04T18:50:48,143.08666666666667
9920811,9405,2,2021-07-04T19:35:48,143.83666666666667
10031605,9414,2,2021-07-04T20:20:48,144.58666666666667
10031605,9423,2,2021-07-04T21:05:48,145.33666666666667
10041865,9432,2,2021-07-04T21:50:48,146.08666666666667
10036730,9441,2,2021-07-04T22:35:48,146.83666666666667
9995945,9450,2,2021-07-04T23:20:48,147.58666666666667
9980779,9459,2,2021-07-05T00:05:48,148.33666666666667
9995945,9468,2,2021-07-05T00:50:48,149.08666666666667
10041865,9477,2,2021-07-05T01:35:48,149.83666666666667
9995945,9486,2,2021-07-05T02:20:48,150.58666666666667
9960668,9495,2,2021-07-05T03:05:48,151.33666666666667
9975740,9504,2,2021-07-05T03:50:48,152.08666666666667
10011181,9513,2,2021-07-05T04:35:48,152.83666666666667
9935700,9522,2,2021-07-05T05:20:48,153.58666666666667
9990882,9531,2,2021-07-05T06:05:48,154.33666666666667
10026488,9540,2,2021-07-05T06:50:48,155.08666666666667
9980779,9549,2,2021-07-05T07:35:48,155.83666666666667
9985828,9558,2,2021-07-05T08:20:48,156.58666666666667
9990882,9567,2,2021-07-05T09:05:48,157.33666666666667
9995945,9576,2,2021-07-05T09:50:48,158.08666666666667
10026488,9585,2,2021-07-05T10:35:48,158.83666666666667
9965683,9594,2,2021-07-05T11:20:48,159.58666666666667
9995945,9603,2,2021-07-05T12:05:48,160.33666666666667
9995945,9612,2,2021-07-05T12:50:48,161.08666666666667
10026488,9621,2,2021-07-05T13:35:48,161.83666666666667
10016276,9630,2,2021-07-05T14:20:48,162.58666666666667
9940678,9639,2,2021-07-05T15:05:48,163.33666666666667
9995945,9648,2,2021-07-05T15:50:48,164.08666666666667
